Loan_ID,Applicant_ID,Loan_Type,Loan_Amount,Interest_Rate,Loan_Tenure_Months,Loan_Purpose,Loan_Grade,EMI_Amount,Issue_Date,Debt_To_Income_%,Loan_Status,Issue_Year,Issue_Month,Issue_Quarter,DTI_Risk,Loan_Size
LN013997,APP14163,Education Loan,762000.0,16.31,60,Home Renovation,E,18656.1,2025-08-01,30.13,Closed,2025,8,3,Moderate Risk,Large
LN013998,APP02816,Education Loan,175000.0,16.68,36,Home Purchase,C,6211.39,2024-11-23,15.67,Active,2024,11,4,Low Risk,Medium
LN013999,APP12082,Business Loan,126000.0,17.07,24,Wedding,D,6233.96,2025-03-05,9.94,Active,2025,3,1,Low Risk,Medium
LN014000,APP04830,Personal Loan,224000.0,20.28,24,Wedding,F,11431.32,2025-06-15,29.87,Active,2025,6,2,Moderate Risk,Medium
LN014001,APP11183,Gold Loan,145000.0,15.04,24,Investment,D,7033.32,2024-01-29,14.62,Active,2024,1,1,Low Risk,Medium
LN014002,APP15312,Gold Loan,76000.0,16.72,18,Business Expansion,D,4802.99,2025-06-05,18.21,Closed,2025,6,2,Low Risk,Small
LN014003,APP15760,Gold Loan,57000.0,13.67,12,Education,B,5109.02,2025-12-03,4.31,Closed,2025,12,4,Low Risk,Small
LN014004,APP06647,Business Loan,410000.0,15.85,60,Home Purchase,E,9937.76,2024-07-10,18.77,Active,2024,7,3,Low Risk,Medium
LN014005,APP18237,Home Loan,1897000.0,15.51,360,Home Purchase,C,24761.92,2025-07-27,70.41,Active,2025,7,3,Very High Risk,Very Large
LN014006,APP11550,Home Loan,1136000.0,16.84,120,Debt Consolidation,D,19628.39,2023-12-01,70.15,Active,2023,12,4,Very High Risk,Very Large
LN014007,APP01824,Auto Loan,879000.0,14.9,72,Business Expansion,C,18538.76,2023-09-16,36.27,Active,2023,9,3,High Risk,Large
LN014008,APP13449,Gold Loan,226000.0,16.51,12,Home Renovation,F,20559.76,2025-04-29,29.21,Active,2025,4,2,Moderate Risk,Medium
LN014009,APP16608,Home Loan,1272000.0,15.71,240,Education,C,17420.61,2025-05-07,26.77,Active,2025,5,2,Moderate Risk,Very Large
LN014010,APP09492,Business Loan,400000.0,18.52,60,Education,F,10270.86,2023-06-06,41.04,Active,2023,6,2,High Risk,Medium
LN014011,APP05005,Home Loan,1890000.0,17.09,120,Business Expansion,E,32955.62,2023-07-23,57.29,Active,2023,7,3,Very High Risk,Very Large
LN014012,APP02090,Business Loan,235000.0,15.5,48,Wedding,C,6599.94,2026-01-13,15.84,Active,2026,1,1,Low Risk,Medium
LN014013,APP12970,Business Loan,555000.0,17.66,24,Wedding,D,27616.79,2025-12-17,29.08,Active,2025,12,4,Moderate Risk,Large
LN014014,APP15154,Gold Loan,37000.0,18.73,12,Medical Emergency,E,3405.03,2024-01-03,7.53,Closed,2024,1,1,Low Risk,Small
LN014015,APP00993,Home Loan,849000.0,18.14,180,Medical Emergency,F,13758.08,2024-09-16,47.04,Active,2024,9,3,High Risk,Large
LN014016,APP07553,Home Loan,2861000.0,14.04,360,Wedding,C,33989.78,2024-11-10,53.36,Active,2024,11,4,Very High Risk,Very Large
LN014017,APP11687,Business Loan,1416000.0,15.78,12,Education,E,128327.52,2025-08-23,214.79,Active,2025,8,3,Very High Risk,Very Large
LN014018,APP05491,Personal Loan,70000.0,14.0,36,Home Renovation,C,2392.43,2024-07-10,5.22,Active,2024,7,3,Low Risk,Small
LN014019,APP09855,Business Loan,1890000.0,16.48,12,Education,D,171910.92,2025-08-18,182.38,Active,2025,8,3,Very High Risk,Very Large
LN014020,APP08096,Business Loan,1689000.0,15.7,36,Education,C,59130.37,2023-11-25,77.93,Active,2023,11,4,Very High Risk,Very Large
LN014021,APP15233,Business Loan,648000.0,14.97,36,Home Renovation,D,22453.61,2025-03-08,43.45,Closed,2025,3,1,High Risk,Large
LN014022,APP15027,Home Loan,2058000.0,17.47,300,Home Purchase,D,30358.4,2024-03-20,29.52,Active,2024,3,1,Moderate Risk,Very Large
LN014023,APP15173,Business Loan,1997000.0,15.87,24,Home Purchase,C,97655.33,2025-05-05,87.91,Active,2025,5,2,Very High Risk,Very Large
LN014024,APP04536,Home Loan,949000.0,16.48,180,Home Purchase,D,14256.85,2025-10-30,23.06,Closed,2025,10,4,Moderate Risk,Large
LN014025,APP16961,Auto Loan,880000.0,17.13,48,Home Purchase,D,25451.66,2026-02-19,37.98,Closed,2026,2,1,High Risk,Large
LN014026,APP07099,Home Loan,1164000.0,17.87,360,Vehicle Purchase,D,17419.0,2024-12-25,26.02,Active,2024,12,4,Moderate Risk,Very Large
LN014027,APP07618,Gold Loan,245000.0,15.57,18,Medical Emergency,E,15350.08,2024-07-18,23.32,Active,2024,7,3,Moderate Risk,Medium
LN014028,APP18766,Auto Loan,963000.0,15.61,48,Education,B,27099.72,2025-09-13,34.15,Closed,2025,9,3,Moderate Risk,Large
LN014029,APP12557,Gold Loan,127000.0,14.64,12,Home Purchase,C,11441.24,2025-05-24,15.51,Active,2025,5,2,Low Risk,Medium
LN014030,APP15741,Home Loan,779000.0,15.38,300,Vehicle Purchase,D,10207.89,2023-10-08,24.05,Active,2023,10,4,Moderate Risk,Large
LN014031,APP14718,Business Loan,417000.0,18.27,48,Debt Consolidation,F,12308.29,2026-01-21,31.54,Active,2026,1,1,Moderate Risk,Medium
LN014032,APP03488,Auto Loan,1162000.0,15.96,24,Medical Emergency,C,56872.93,2024-07-19,73.58,Active,2024,7,3,Very High Risk,Very Large
LN014033,APP19593,Personal Loan,67000.0,15.07,12,Medical Emergency,C,6049.52,2025-11-06,6.0,Active,2025,11,4,Low Risk,Small
LN014034,APP08556,Personal Loan,204000.0,16.48,12,Business Expansion,E,18555.46,2024-03-23,71.71,Active,2024,3,1,Very High Risk,Medium
LN014035,APP00753,Business Loan,485000.0,15.32,24,Vehicle Purchase,E,23589.83,2025-11-02,85.83,Closed,2025,11,4,Very High Risk,Medium
LN014036,APP02898,Personal Loan,98000.0,15.42,60,Debt Consolidation,D,2353.07,2025-09-05,2.83,Active,2025,9,3,Low Risk,Small
LN014037,APP00791,Education Loan,572000.0,15.77,84,Vehicle Purchase,D,11286.3,2025-05-07,24.77,Active,2025,5,2,Moderate Risk,Large
LN014038,APP01218,Gold Loan,43000.0,14.32,18,Investment,B,2668.8,2024-12-21,6.17,Active,2024,12,4,Low Risk,Small
LN014039,APP15079,Personal Loan,204000.0,18.24,60,Investment,E,5206.93,2024-03-05,16.25,Active,2024,3,1,Low Risk,Medium
LN014040,APP00411,Home Loan,2632000.0,16.05,120,Vehicle Purchase,D,44171.5,2024-02-02,61.73,Active,2024,2,1,Very High Risk,Very Large
LN014041,APP09875,Home Loan,1089000.0,15.39,180,Investment,C,15533.44,2024-01-19,33.64,Active,2024,1,1,Moderate Risk,Very Large
LN014042,APP19854,Education Loan,397000.0,15.57,84,Business Expansion,D,7788.32,2025-01-16,4.98,Active,2025,1,1,Low Risk,Medium
LN014043,APP17110,Business Loan,1821000.0,16.15,60,Home Purchase,C,44428.45,2023-06-02,30.15,Active,2023,6,2,Moderate Risk,Very Large
LN014044,APP06723,Home Loan,415000.0,14.38,300,Debt Consolidation,B,12760.74,2023-08-26,8.77,Active,2023,8,3,Low Risk,Medium
LN014045,APP13433,Personal Loan,448000.0,18.44,48,Investment,F,13263.23,2025-12-04,20.11,Active,2025,12,4,Moderate Risk,Medium
LN014046,APP00405,Auto Loan,568000.0,16.85,48,Medical Emergency,D,16345.62,2024-01-26,24.66,Active,2024,1,1,Moderate Risk,Large
LN014047,APP07725,Auto Loan,731000.0,18.16,48,Wedding,F,21534.29,2024-05-01,51.68,Active,2024,5,2,Very High Risk,Large
LN014048,APP03640,Home Loan,3743000.0,15.13,120,Wedding,D,60686.0,2024-03-26,57.75,Active,2024,3,1,Very High Risk,Very Large
LN014049,APP07440,Personal Loan,143000.0,18.22,24,Education,E,7154.36,2024-05-07,15.26,Closed,2024,5,2,Low Risk,Medium
LN014050,APP19531,Business Loan,831000.0,16.98,24,Investment,F,41078.54,2023-07-22,116.97,Closed,2023,7,3,Very High Risk,Large
LN014051,APP06363,Gold Loan,242000.0,15.38,18,Home Purchase,C,15140.43,2025-03-19,10.98,Active,2025,3,1,Low Risk,Medium
LN014052,APP07901,Gold Loan,25000.0,15.78,12,Investment,D,2265.67,2024-02-20,18.13,Closed,2024,2,1,Low Risk,Small
LN014053,APP10821,Business Loan,139000.0,17.67,24,Business Expansion,E,6917.31,2024-03-10,22.09,Active,2024,3,1,Moderate Risk,Medium
LN014054,APP16453,Auto Loan,260000.0,17.4,72,Medical Emergency,D,5842.18,2024-10-16,14.02,Active,2024,10,4,Low Risk,Medium
LN014055,APP01160,Personal Loan,415000.0,15.38,12,Home Purchase,B,43590.98,2023-11-25,67.68,Active,2023,11,4,Very High Risk,Medium
LN014056,APP17960,Auto Loan,248000.0,16.93,24,Debt Consolidation,E,12253.34,2025-03-18,46.33,Active,2025,3,1,High Risk,Medium
LN014057,APP06212,Auto Loan,330000.0,17.75,48,Home Purchase,E,9650.69,2024-06-28,26.94,Active,2024,6,2,Moderate Risk,Medium
LN014058,APP04778,Education Loan,171000.0,17.75,60,Medical Emergency,E,4319.05,2025-01-19,14.36,Active,2025,1,1,Low Risk,Medium
LN014059,APP19815,Gold Loan,37000.0,15.4,12,Wedding,D,3346.55,2023-06-14,5.17,Closed,2023,6,2,Low Risk,Small
LN014060,APP12046,Business Loan,652000.0,19.03,12,Business Expansion,F,60095.42,2024-09-06,163.03,Active,2024,9,3,Very High Risk,Large
LN014061,APP09041,Auto Loan,616000.0,16.24,60,Home Renovation,D,15058.59,2023-08-17,17.48,Active,2023,8,3,Low Risk,Large
LN014062,APP01794,Home Loan,1783000.0,15.61,180,Home Purchase,C,25703.74,2026-02-09,61.69,Active,2026,2,1,Very High Risk,Very Large
LN014063,APP01613,Auto Loan,259000.0,15.35,48,Home Renovation,C,7254.2,2023-11-10,17.41,Active,2023,11,4,Low Risk,Medium
LN014064,APP07235,Home Loan,681000.0,16.46,180,Investment,D,10221.11,2024-11-23,23.34,Active,2024,11,4,Moderate Risk,Large
LN014065,APP11112,Education Loan,174000.0,18.25,60,Debt Consolidation,E,4442.15,2023-12-20,12.21,Active,2023,12,4,Low Risk,Medium
LN014066,APP05126,Business Loan,1149000.0,16.05,48,Home Purchase,E,32592.41,2025-03-22,51.11,Closed,2025,3,1,Very High Risk,Very Large
LN014067,APP04278,Personal Loan,236000.0,13.76,60,Vehicle Purchase,C,5461.99,2024-10-06,10.37,Active,2024,10,4,Low Risk,Medium
LN014068,APP10357,Personal Loan,303000.0,17.19,60,Debt Consolidation,D,7561.32,2026-02-06,11.69,Closed,2026,2,1,Low Risk,Medium
LN014069,APP12720,Gold Loan,297000.0,16.53,24,Debt Consolidation,D,14617.37,2025-07-26,18.02,Active,2025,7,3,Low Risk,Medium
LN014070,APP06704,Education Loan,736000.0,17.32,84,Home Renovation,E,15177.17,2023-07-11,22.25,Closed,2023,7,3,Moderate Risk,Large
LN014071,APP16491,Gold Loan,229000.0,14.14,12,Investment,C,20576.34,2024-09-21,23.66,Closed,2024,9,3,Moderate Risk,Medium
LN014072,APP10210,Home Loan,1187000.0,15.14,360,Education,D,15141.93,2024-09-08,23.77,Active,2024,9,3,Moderate Risk,Very Large
LN014073,APP16499,Education Loan,317000.0,16.2,24,Vehicle Purchase,F,15551.62,2025-08-02,35.64,Active,2025,8,3,High Risk,Medium
LN014074,APP19003,Auto Loan,752000.0,16.8,36,Home Purchase,E,26736.06,2025-01-10,54.05,Active,2025,1,1,Very High Risk,Large
LN014075,APP02146,Gold Loan,143000.0,17.91,12,Debt Consolidation,E,13104.11,2024-10-10,33.36,Closed,2024,10,4,Moderate Risk,Medium
LN014076,APP17616,Personal Loan,214000.0,17.39,48,Medical Emergency,F,6218.24,2023-12-27,10.46,Active,2023,12,4,Low Risk,Medium
LN014077,APP12722,Auto Loan,479000.0,18.53,36,Vehicle Purchase,F,17444.62,2023-05-23,41.87,Active,2023,5,2,High Risk,Medium
LN014078,APP10507,Business Loan,404000.0,18.65,48,Investment,F,12005.16,2023-06-18,29.87,Active,2023,6,2,Moderate Risk,Medium
LN014079,APP00678,Business Loan,868000.0,17.45,36,Home Renovation,E,31141.31,2024-07-13,83.21,Active,2024,7,3,Very High Risk,Large
LN014080,APP01170,Personal Loan,213000.0,16.63,36,Home Renovation,D,7554.87,2025-08-02,10.35,Active,2025,8,3,Low Risk,Medium
LN014081,APP19221,Personal Loan,82000.0,17.03,12,Vehicle Purchase,F,7479.96,2025-07-01,13.02,Active,2025,7,3,Low Risk,Small
LN014082,APP05020,Gold Loan,142000.0,14.87,6,Vehicle Purchase,D,24703.64,2023-05-25,61.11,Active,2023,5,2,Very High Risk,Medium
LN014083,APP18837,Home Loan,415000.0,16.32,120,Education,E,49621.41,2024-04-16,55.65,Active,2024,4,2,Very High Risk,Medium
LN014084,APP14793,Education Loan,282000.0,14.25,24,Vehicle Purchase,C,13572.96,2024-09-11,24.09,Closed,2024,9,3,Moderate Risk,Medium
LN014085,APP00623,Education Loan,164000.0,15.47,84,Wedding,B,3208.07,2024-03-02,1.75,Active,2024,3,1,Low Risk,Medium
LN014086,APP03247,Gold Loan,86000.0,15.74,12,Investment,E,7792.28,2025-10-18,18.4,Active,2025,10,4,Low Risk,Small
LN014087,APP14266,Personal Loan,472000.0,16.12,36,Home Renovation,D,16622.1,2024-11-13,19.26,Active,2024,11,4,Low Risk,Medium
LN014088,APP13845,Education Loan,504000.0,17.3,36,Wedding,D,18044.31,2025-04-19,30.24,Active,2025,4,2,Moderate Risk,Large
LN014089,APP18781,Auto Loan,325000.0,16.85,24,Investment,D,16045.32,2025-03-28,16.43,Closed,2025,3,1,Low Risk,Medium
LN014090,APP05835,Auto Loan,529000.0,14.56,36,Wedding,C,18224.18,2023-06-06,14.94,Closed,2023,6,2,Low Risk,Large
LN014091,APP05942,Auto Loan,496000.0,15.03,24,Home Renovation,B,24056.45,2025-12-28,21.04,Active,2025,12,4,Moderate Risk,Medium
LN014092,APP11306,Business Loan,1816000.0,15.98,36,Debt Consolidation,C,63827.24,2025-01-06,75.65,Closed,2025,1,1,Very High Risk,Very Large
LN014093,APP08934,Business Loan,109000.0,18.15,48,Education,F,3210.42,2026-02-08,5.75,Active,2026,2,1,Low Risk,Medium
LN014094,APP16667,Gold Loan,90000.0,17.65,12,Business Expansion,E,8236.22,2023-11-28,15.11,Active,2023,11,4,Low Risk,Small
LN014095,APP11792,Education Loan,646000.0,15.05,24,Home Purchase,D,31337.72,2023-12-27,55.28,Active,2023,12,4,Very High Risk,Large
LN014096,APP04864,Auto Loan,937000.0,17.27,60,Medical Emergency,D,23423.11,2026-01-01,29.22,Active,2026,1,1,Moderate Risk,Large
LN014097,APP19619,Personal Loan,149000.0,16.01,60,Debt Consolidation,D,3624.18,2024-08-28,5.81,Active,2024,8,3,Low Risk,Medium
LN014098,APP10138,Personal Loan,264000.0,16.0,36,Medical Emergency,B,9281.46,2025-09-30,8.1,Closed,2025,9,3,Low Risk,Medium
LN014099,APP02134,Gold Loan,62000.0,16.81,18,Wedding,D,3920.88,2025-01-28,5.24,Closed,2025,1,1,Low Risk,Small
LN014100,APP01306,Gold Loan,174000.0,14.78,12,Vehicle Purchase,B,15686.89,2023-08-31,11.41,Active,2023,8,3,Low Risk,Medium
LN014101,APP19965,Gold Loan,24000.0,15.34,6,Home Purchase,D,4180.86,2023-10-09,16.8,Active,2023,10,4,Low Risk,Small
LN014102,APP00833,Home Loan,1382000.0,16.24,240,Education,E,19476.42,2024-08-29,38.6,Active,2024,8,3,High Risk,Very Large
LN014103,APP01525,Home Loan,2804000.0,14.81,240,Wedding,C,36529.74,2026-01-12,50.39,Active,2026,1,1,Very High Risk,Very Large
LN014104,APP10501,Auto Loan,247000.0,16.2,72,Home Purchase,F,5385.12,2025-03-11,17.31,Active,2025,3,1,Low Risk,Medium
LN014105,APP04415,Personal Loan,64000.0,15.66,36,Vehicle Purchase,D,2239.32,2025-10-23,6.12,Active,2025,10,4,Low Risk,Small
LN014106,APP11132,Auto Loan,1142000.0,16.65,60,Debt Consolidation,D,28167.17,2026-02-10,37.81,Closed,2026,2,1,High Risk,Very Large
LN014107,APP16731,Gold Loan,200000.0,17.36,6,Investment,D,35041.31,2025-12-21,54.83,Closed,2025,12,4,Very High Risk,Medium
LN014108,APP00758,Gold Loan,236000.0,17.33,18,Education,D,14982.9,2023-06-15,18.34,Active,2023,6,2,Low Risk,Medium
LN014109,APP16409,Home Loan,642000.0,14.82,120,Medical Emergency,C,10287.05,2026-02-26,38.31,Active,2026,2,1,High Risk,Large
LN014110,APP10977,Personal Loan,70000.0,15.03,60,Education,B,1666.4,2025-05-31,1.01,Active,2025,5,2,Low Risk,Small
LN014111,APP07279,Personal Loan,220000.0,14.78,60,Wedding,D,5208.41,2024-12-06,12.5,Active,2024,12,4,Low Risk,Medium
LN014112,APP02688,Auto Loan,1205000.0,14.25,60,Vehicle Purchase,C,28194.67,2026-03-17,18.86,Active,2026,3,1,Low Risk,Very Large
LN014113,APP01694,Business Loan,525000.0,17.28,12,Home Purchase,D,47952.28,2024-07-25,127.6,Active,2024,7,3,Very High Risk,Large
LN014114,APP13443,Auto Loan,787000.0,16.71,72,Vehicle Purchase,C,17380.6,2025-04-04,17.05,Active,2025,4,2,Low Risk,Large
LN014115,APP11195,Gold Loan,225000.0,16.59,12,Wedding,E,20477.32,2024-03-23,42.05,Active,2024,3,1,High Risk,Medium
LN014116,APP03046,Auto Loan,1431000.0,15.15,60,Investment,C,34156.17,2025-08-20,21.46,Active,2025,8,3,Moderate Risk,Very Large
LN014117,APP00366,Home Loan,2733000.0,17.0,120,Debt Consolidation,D,47498.9,2025-03-10,97.43,Active,2025,3,1,Very High Risk,Very Large
LN014118,APP04166,Personal Loan,213000.0,15.33,48,Vehicle Purchase,B,5963.64,2024-03-15,8.63,Closed,2024,3,1,Low Risk,Medium
LN014119,APP02520,Gold Loan,131000.0,18.25,12,Business Expansion,E,12025.67,2024-09-05,9.41,Closed,2024,9,3,Low Risk,Medium
LN014120,APP04834,Education Loan,469000.0,16.19,36,Debt Consolidation,E,16532.68,2024-08-06,35.17,Active,2024,8,3,High Risk,Medium
LN014121,APP02527,Home Loan,2772000.0,15.37,180,Debt Consolidation,D,39501.43,2024-02-16,37.28,Active,2024,2,1,High Risk,Very Large
LN014122,APP18641,Home Loan,1664000.0,15.38,300,Home Renovation,D,21804.79,2025-01-23,29.32,Active,2025,1,1,Moderate Risk,Very Large
LN014123,APP03597,Education Loan,337000.0,16.06,48,Vehicle Purchase,C,9561.03,2025-02-22,5.9,Active,2025,2,1,Low Risk,Medium
LN014124,APP10654,Gold Loan,56000.0,15.37,18,Debt Consolidation,C,3503.31,2025-12-10,7.85,Active,2025,12,4,Low Risk,Small
LN014125,APP11996,Personal Loan,316000.0,16.15,36,Debt Consolidation,B,11133.04,2023-05-24,24.71,Active,2023,5,2,Moderate Risk,Medium
LN014126,APP06484,Gold Loan,227000.0,15.7,6,Home Purchase,D,39584.55,2023-07-25,69.26,Active,2023,7,3,Very High Risk,Medium
LN014127,APP16433,Education Loan,909000.0,14.4,48,Home Renovation,B,25022.54,2024-07-26,30.99,Active,2024,7,3,Moderate Risk,Large
LN014128,APP18202,Gold Loan,25000.0,16.1,6,Debt Consolidation,D,4364.5,2025-05-26,13.45,Active,2025,5,2,Low Risk,Small
LN014129,APP19332,Personal Loan,337000.0,17.42,60,Business Expansion,D,8451.61,2025-09-12,13.31,Active,2025,9,3,Low Risk,Medium
LN014130,APP09271,Business Loan,858000.0,17.69,60,Home Purchase,E,21643.13,2024-11-19,39.98,Active,2024,11,4,High Risk,Large
LN014131,APP10697,Education Loan,469000.0,15.99,36,Home Renovation,D,16486.33,2024-12-26,35.98,Active,2024,12,4,High Risk,Medium
LN014132,APP18303,Auto Loan,1077000.0,14.15,60,Medical Emergency,A,25143.74,2024-08-20,25.18,Active,2024,8,3,Moderate Risk,Very Large
LN014133,APP18707,Education Loan,548000.0,16.8,84,Investment,D,11135.57,2026-02-20,9.35,Active,2026,2,1,Low Risk,Large
LN014134,APP03422,Business Loan,102000.0,14.92,36,Vehicle Purchase,D,3531.87,2024-06-22,9.88,Active,2024,6,2,Low Risk,Medium
LN014135,APP05142,Business Loan,686000.0,17.65,60,Investment,E,17289.54,2024-03-06,34.99,Active,2024,3,1,Moderate Risk,Large
LN014136,APP17348,Auto Loan,1127000.0,15.26,72,Education,C,23989.85,2026-02-12,15.96,Active,2026,2,1,Low Risk,Very Large
LN014137,APP14036,Home Loan,1836000.0,14.94,300,Vehicle Purchase,D,23430.61,2025-07-12,35.06,Active,2025,7,3,High Risk,Very Large
LN014138,APP17596,Business Loan,705000.0,15.74,36,Wedding,D,24695.31,2023-12-15,37.65,Active,2023,12,4,High Risk,Large
LN014139,APP18750,Home Loan,570000.0,18.02,360,Investment,F,8599.69,2024-06-18,68.8,Closed,2024,6,2,Very High Risk,Large
LN014140,APP10379,Personal Loan,87000.0,15.04,24,Home Renovation,D,4219.99,2025-08-12,33.76,Active,2025,8,3,Moderate Risk,Small
LN014141,APP14906,Gold Loan,93000.0,17.35,18,Vehicle Purchase,F,5905.16,2025-11-11,23.93,Active,2025,11,4,Moderate Risk,Small
LN014142,APP05560,Education Loan,112000.0,15.46,60,Medical Emergency,D,2691.59,2025-04-13,21.53,Active,2025,4,2,Moderate Risk,Medium
LN014143,APP19770,Business Loan,700000.0,16.82,12,Medical Emergency,D,63783.55,2023-08-15,51.9,Active,2023,8,3,Very High Risk,Large
LN014144,APP18719,Personal Loan,447000.0,15.0,48,Business Expansion,A,12440.34,2024-05-24,10.05,Active,2024,5,2,Low Risk,Medium
LN014145,APP14174,Business Loan,272000.0,14.01,48,Education,C,7434.17,2025-07-17,11.1,Active,2025,7,3,Low Risk,Medium
LN014146,APP11482,Education Loan,238000.0,18.64,60,Home Purchase,F,6126.8,2023-11-08,28.53,Active,2023,11,4,Moderate Risk,Medium
LN014147,APP14238,Education Loan,637000.0,15.89,36,Debt Consolidation,E,22360.45,2024-03-23,48.03,Closed,2024,3,1,High Risk,Large
LN014148,APP15553,Business Loan,512000.0,17.8,12,Education,D,46891.44,2024-06-21,112.54,Active,2024,6,2,Very High Risk,Large
LN014149,APP07797,Home Loan,1298000.0,16.39,360,Home Renovation,D,17863.72,2025-09-11,34.34,Active,2025,9,3,Moderate Risk,Very Large
LN014150,APP16119,Gold Loan,48000.0,16.82,24,Investment,E,2369.08,2025-02-13,3.41,Closed,2025,2,1,Low Risk,Small
LN014151,APP19641,Personal Loan,364000.0,13.92,24,Education,B,17462.94,2024-08-22,22.1,Active,2024,8,3,Moderate Risk,Medium
LN014152,APP19163,Auto Loan,270000.0,17.62,60,Debt Consolidation,E,6800.53,2024-12-24,26.11,Active,2024,12,4,Moderate Risk,Medium
LN014153,APP10483,Home Loan,1602000.0,17.87,240,Education,D,24563.69,2023-09-01,89.09,Active,2023,9,3,Very High Risk,Very Large
LN014154,APP18159,Education Loan,405000.0,14.71,24,Wedding,A,19581.34,2024-02-17,15.58,Active,2024,2,1,Low Risk,Medium
LN014155,APP12747,Education Loan,271000.0,15.95,84,Business Expansion,C,5374.9,2023-09-11,7.98,Active,2023,9,3,Low Risk,Medium
LN014156,APP15391,Home Loan,1419000.0,15.8,300,Investment,D,19060.08,2024-01-08,29.11,Closed,2024,1,1,Moderate Risk,Very Large
LN014157,APP09971,Home Loan,1699000.0,15.85,180,Wedding,C,24775.77,2024-05-31,26.35,Active,2024,5,2,Moderate Risk,Very Large
LN014158,APP12440,Business Loan,984000.0,14.07,24,Business Expansion,C,47277.22,2023-07-09,66.92,Active,2023,7,3,Very High Risk,Large
LN014159,APP10828,Education Loan,612000.0,15.61,36,Wedding,D,21398.45,2025-05-11,29.8,Active,2025,5,2,Moderate Risk,Large
LN014160,APP19066,Gold Loan,217000.0,16.98,24,Business Expansion,E,10726.89,2024-06-05,18.75,Closed,2024,6,2,Low Risk,Medium
LN014161,APP05783,Auto Loan,990000.0,15.11,72,Debt Consolidation,D,20992.75,2026-03-11,33.05,Closed,2026,3,1,Moderate Risk,Large
LN014162,APP08658,Personal Loan,84000.0,16.54,60,Vehicle Purchase,D,2066.9,2025-09-02,2.98,Active,2025,9,3,Low Risk,Small
LN014163,APP07748,Auto Loan,978000.0,13.56,24,Home Purchase,A,46753.57,2025-05-12,31.79,Active,2025,5,2,Moderate Risk,Large
LN014164,APP08779,Home Loan,415000.0,12.96,120,Home Renovation,A,21004.65,2023-09-21,60.27,Active,2023,9,3,Very High Risk,Medium
LN014165,APP08716,Gold Loan,99000.0,16.52,6,Home Purchase,E,17304.08,2026-03-01,37.72,Active,2026,3,1,High Risk,Small
LN014166,APP01295,Personal Loan,353000.0,14.62,48,Vehicle Purchase,D,9756.39,2024-01-31,9.26,Active,2024,1,1,Low Risk,Medium
LN014167,APP00225,Auto Loan,1480000.0,16.41,72,Wedding,D,32438.94,2024-08-15,39.14,Closed,2024,8,3,High Risk,Very Large
LN014168,APP17647,Gold Loan,162000.0,15.17,18,Home Renovation,C,10119.3,2024-11-11,15.95,Closed,2024,11,4,Low Risk,Medium
LN014169,APP00446,Home Loan,955000.0,16.64,360,Investment,D,13336.41,2024-09-23,24.66,Closed,2024,9,3,Moderate Risk,Large
LN014170,APP15000,Personal Loan,369000.0,16.85,60,Home Renovation,C,9140.87,2025-03-18,12.6,Active,2025,3,1,Low Risk,Medium
LN014171,APP02154,Education Loan,300000.0,16.09,84,Investment,E,5974.01,2025-10-17,10.41,Active,2025,10,4,Low Risk,Medium
LN014172,APP11738,Auto Loan,260000.0,16.8,48,Wedding,D,7475.44,2025-07-05,17.06,Active,2025,7,3,Low Risk,Medium
LN014173,APP00560,Home Loan,2987000.0,15.57,180,Investment,D,42977.9,2023-10-30,38.05,Active,2023,10,4,High Risk,Very Large
LN014174,APP08556,Education Loan,274000.0,17.55,24,Business Expansion,E,13619.7,2025-08-18,52.64,Active,2025,8,3,Very High Risk,Medium
LN014175,APP10026,Gold Loan,90000.0,17.55,12,Business Expansion,D,8231.94,2025-09-20,7.35,Closed,2025,9,3,Low Risk,Small
LN014176,APP09276,Business Loan,674000.0,15.98,24,Education,C,32994.7,2025-12-08,61.71,Active,2025,12,4,Very High Risk,Large
LN014177,APP13449,Personal Loan,317000.0,16.87,12,Medical Emergency,F,28892.35,2025-04-30,41.05,Active,2025,4,2,High Risk,Medium
LN014178,APP13310,Business Loan,856000.0,16.6,60,Home Renovation,E,21090.13,2026-04-06,50.11,Active,2026,4,2,Very High Risk,Large
LN014179,APP04130,Education Loan,619000.0,14.84,36,Home Renovation,C,21409.37,2025-12-18,30.3,Closed,2025,12,4,Moderate Risk,Large
LN014180,APP06463,Gold Loan,63000.0,16.43,24,Home Renovation,D,3097.64,2024-03-24,5.58,Active,2024,3,1,Low Risk,Small
LN014181,APP13502,Auto Loan,620000.0,16.36,72,Debt Consolidation,D,13572.13,2025-08-25,15.11,Closed,2025,8,3,Low Risk,Large
LN014182,APP04989,Home Loan,1563000.0,17.81,120,Investment,D,27972.04,2024-08-22,25.37,Active,2024,8,3,Moderate Risk,Very Large
LN014183,APP08714,Personal Loan,356000.0,16.86,48,Business Expansion,E,10246.63,2024-07-17,21.91,Active,2024,7,3,Moderate Risk,Medium
LN014184,APP16701,Gold Loan,194000.0,17.61,6,Vehicle Purchase,F,34014.21,2026-04-12,61.93,Active,2026,4,2,Very High Risk,Medium
LN014185,APP01584,Home Loan,4534000.0,15.5,240,Home Renovation,D,61384.95,2024-07-21,52.58,Active,2024,7,3,Very High Risk,Very Large
